"","date","month","year","zoneid","tnc","subway","taxi","holidays","precip","median.age","median.earnings","scaled.population","scaled.employment","zone.name","borough"
"17","2015-05-03",5,2015,"ID33",0.3128,28.9669,1.1694,0,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"18","2015-05-10",5,2015,"ID33",0.3369,27.9738,1.1796,0,0.01,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"19","2015-05-17",5,2015,"ID33",0.3832,28.8271,1.3156,0,0.34,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"20","2015-05-24",5,2015,"ID33",0.3459,27.4916,1.1492,0,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"21","2015-05-31",5,2015,"ID33",0.3763,24.2081,1.1643,1,0.95,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"22","2015-06-07",6,2015,"ID33",0.3753,27.3795,1.2018,0,1.46,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"23","2015-06-14",6,2015,"ID33",0.4031,27.3277,1.1861,0,0.36,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"24","2015-06-21",6,2015,"ID33",0.3786,26.5036,1.0516,0,1.64,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"25","2015-06-28",6,2015,"ID33",0.37,26.1492,1.046,0,1.39,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"26","2015-07-05",7,2015,"ID33",0.3526,24.4628,0.8983,1,0.35,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"27","2015-07-12",7,2015,"ID33",0.3866,25.9299,0.994,0,0.55,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"28","2015-07-19",7,2015,"ID33",0.3816,26.3565,1.0225,0,0.73,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"29","2015-07-26",7,2015,"ID33",0.4508,26.6477,1.022,0,0.02,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"30","2015-08-02",8,2015,"ID33",0.4654,25.6239,1.0155,0,1.63,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"31","2015-08-09",8,2015,"ID33",0.464,26.0758,0.9737,0,0.25,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"32","2015-08-16",8,2015,"ID33",0.493,25.277,0.965,0,1.16,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"33","2015-08-23",8,2015,"ID33",0.4884,24.4578,0.994,0,1.14,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"34","2015-08-30",8,2015,"ID33",0.4675,24.6923,0.9003,0,0.07,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"35","2015-09-06",9,2015,"ID33",0.4522,24.7421,0.8688,0,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"36","2015-09-13",9,2015,"ID33",0.5444,25.3331,1.0525,1,1.63,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"37","2015-09-20",9,2015,"ID33",0.5865,28.1693,1.1071,0,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"38","2015-09-27",9,2015,"ID33",0.5526,28.4657,0.997,0,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"39","2015-10-04",10,2015,"ID33",0.5834,28.2702,1.0443,0,2.89,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"40","2015-10-11",10,2015,"ID33",0.5746,29.9164,1.0084,0,0.56,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"41","2015-10-18",10,2015,"ID33",0.5846,27.6807,1.0257,1,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"42","2015-10-25",10,2015,"ID33",0.5793,28.9507,1.0513,0,0.03,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"43","2015-11-01",11,2015,"ID33",0.6192,29.3131,1.0539,0,1.52,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"44","2015-11-08",11,2015,"ID33",0.6042,28.3939,1.0262,0,0.01,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"45","2015-11-15",11,2015,"ID33",0.6253,27.3607,1.0372,1,0.6,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"46","2015-11-22",11,2015,"ID33",0.6433,28.3778,1.0661,0,1.01,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"47","2015-11-29",11,2015,"ID33",0.5431,19.6916,0.8054,1,0.02,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"48","2015-12-06",12,2015,"ID33",0.6579,28.407,1.0764,0,0.45,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"49","2015-12-13",12,2015,"ID33",0.6662,28.3953,1.1165,0,0,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"50","2015-12-20",12,2015,"ID33",0.7458,27.9324,1.2343,0,1.56,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"51","2015-12-27",12,2015,"ID33",0.5032,17.8753,0.7619,1,1.77,37.5166666666667,68656.1666666667,15.8715046604527,6.94207723035952,"Brooklyn Heights","Brooklyn"
"52","2016-01-03",1,2016,"ID33",0.5545,17.3347,0.8203,1,0.84,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"53","2016-01-10",1,2016,"ID33",0.6244,25.5211,1.0005,0,1.51,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"54","2016-01-17",1,2016,"ID33",0.6654,25.9028,1.0397,0,0.32,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"55","2016-01-24",1,2016,"ID33",0.5605,21.7793,0.8135,1,2.56,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"56","2016-01-31",1,2016,"ID33",0.6919,26.0616,1.0624,0,0,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"57","2016-02-07",2,2016,"ID33",0.7015,27.3269,1.0418,0,1.19,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"58","2016-02-14",2,2016,"ID33",0.7409,25.2572,1.0998,1,0.12,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"59","2016-02-21",2,2016,"ID33",0.7241,24.1073,1.021,1,1.33,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"60","2016-02-28",2,2016,"ID33",0.7509,27.6564,1.125,0,1.57,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"61","2016-03-06",3,2016,"ID33",0.7257,27.7545,1.1163,0,0.33,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"62","2016-03-13",3,2016,"ID33",0.7236,28.0278,1.0857,0,0.04,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"63","2016-03-20",3,2016,"ID33",0.7343,27.5534,1.1228,0,0.4,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"64","2016-03-27",3,2016,"ID33",0.7053,25.1414,1.0452,0,0.11,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"65","2016-04-03",4,2016,"ID33",0.7106,26.6301,1.0107,0,0.77,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"66","2016-04-10",4,2016,"ID33",0.8205,28.2729,1.1731,0,0.62,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"67","2016-04-17",4,2016,"ID33",0.808,28.5154,1.1851,0,0.21,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"68","2016-04-24",4,2016,"ID33",0.7727,27.315,1.0618,0,0.15,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"69","2016-05-01",5,2016,"ID33",0.791,25.0284,1.0817,0,0.4,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"70","2016-05-08",5,2016,"ID33",0.8455,27.2149,1.1568,0,1.51,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"71","2016-05-15",5,2016,"ID33",0.8314,27.8989,1.1913,0,0.25,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"72","2016-05-22",5,2016,"ID33",0.8674,28.2166,1.2869,0,0.17,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"73","2016-05-29",5,2016,"ID33",0.7632,25.9274,1.0858,0,0.28,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"74","2016-06-05",6,2016,"ID33",0.8274,23.3582,1.1075,1,2.4,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"75","2016-06-12",6,2016,"ID33",0.9315,26.5511,1.1512,0,0.55,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"76","2016-06-19",6,2016,"ID33",0.8672,26.135,1.0734,0,0.13,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"77","2016-06-26",6,2016,"ID33",0.8762,25.9138,1.0655,0,0,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"78","2016-07-03",7,2016,"ID33",0.7952,24.6904,0.8976,0,0.99,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"79","2016-07-10",7,2016,"ID33",0.8503,22.8616,0.8553,1,1.56,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"80","2016-07-17",7,2016,"ID33",0.9307,25.7687,1.006,0,0.49,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"81","2016-07-24",7,2016,"ID33",0.9423,25.3092,0.9593,0,0.22,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"82","2016-07-31",7,2016,"ID33",0.9587,24.5987,0.9196,0,3.24,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"83","2016-08-07",8,2016,"ID33",0.9126,24.8972,0.9049,0,0.08,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"84","2016-08-14",8,2016,"ID33",0.9692,23.785,0.93,0,0.49,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"85","2016-08-21",8,2016,"ID33",0.9384,22.6899,0.8879,0,0.67,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"86","2016-08-28",8,2016,"ID33",0.9475,22.7723,0.8084,0,0.01,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"87","2016-09-04",9,2016,"ID33",0.9694,23.5073,0.7693,0,0.45,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"88","2016-09-11",9,2016,"ID33",1.0993,23.6862,0.8462,1,0.15,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"89","2016-09-18",9,2016,"ID33",1.0819,28.8766,0.8984,0,0.45,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"90","2016-09-25",9,2016,"ID33",1.0803,29.4568,0.9535,0,1.12,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"91","2016-10-02",10,2016,"ID33",1.0435,28.3517,0.8832,0,0.56,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"92","2016-10-09",10,2016,"ID33",1.0564,26.5303,0.897,0,0.91,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"93","2016-10-16",10,2016,"ID33",1.065,25.4596,0.8676,1,0,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"94","2016-10-23",10,2016,"ID33",1.1328,27.8127,0.9827,0,1.6,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"95","2016-10-30",10,2016,"ID33",1.125,27.7672,0.973,0,1.58,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"96","2016-11-06",11,2016,"ID33",1.0852,28.5145,0.9524,0,0,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"97","2016-11-13",11,2016,"ID33",1.1812,25.7707,0.9712,1,0.03,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"98","2016-11-20",11,2016,"ID33",1.0478,27.3525,0.9549,0,2.03,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"99","2016-11-27",11,2016,"ID33",0.9557,18.844,0.7198,1,0.03,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"100","2016-12-04",12,2016,"ID33",1.1986,27.2027,0.8646,0,2.72,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"101","2016-12-11",12,2016,"ID33",1.2153,27.3916,1.0038,0,0.66,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"102","2016-12-18",12,2016,"ID33",1.2595,26.5169,1.0312,0,1.31,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"103","2016-12-25",12,2016,"ID33",0.9447,22.0976,0.7919,0,0.53,37.6833333333333,75577.3333333333,16.1579651941098,7.00066934404284,"Brooklyn Heights","Brooklyn"
"104","2017-01-01",1,2017,"ID33",0.94,16.6545,0.7805,1,0.42,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"105","2017-01-08",1,2017,"ID33",1.0372,21.0043,0.7829,1,1.04,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"106","2017-01-15",1,2017,"ID33",1.0904,24.6909,0.8488,0,0.69,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"107","2017-01-22",1,2017,"ID33",1.1693,22.694,0.8415,1,0.64,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"108","2017-01-29",1,2017,"ID33",1.2198,25.0649,0.9114,0,2.1,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"109","2017-02-05",2,2017,"ID33",1.1469,26.5323,0.8209,0,0.06,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"110","2017-02-12",2,2017,"ID33",1.185,23.387,0.8043,1,1.57,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"111","2017-02-19",2,2017,"ID33",1.1801,25.8544,0.8586,0,0.01,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"112","2017-02-26",2,2017,"ID33",1.1772,23.2794,0.786,1,0.4,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"113","2017-03-05",3,2017,"ID33",1.3531,27.0062,0.9395,0,0.08,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"114","2017-03-12",3,2017,"ID33",1.3683,26.7542,0.9143,0,0.41,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"115","2017-03-19",3,2017,"ID33",1.2142,22.6008,0.8351,0,1.72,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"116","2017-03-26",3,2017,"ID33",1.2597,26.794,0.8571,0,0.14,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"117","2017-04-02",4,2017,"ID33",1.2097,26.0252,0.8245,0,2.9,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"118","2017-04-09",4,2017,"ID33",1.3706,26.253,0.9485,0,2.16,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"119","2017-04-16",4,2017,"ID33",1.2399,23.8172,0.8049,0,0.03,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"120","2017-04-23",4,2017,"ID33",1.3641,26.4196,0.8995,0,0.49,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"121","2017-04-30",4,2017,"ID33",1.412,26.8863,0.8877,0,1.31,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"122","2017-05-07",5,2017,"ID33",1.361,26.0653,0.9124,0,2.47,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"123","2017-05-14",5,2017,"ID33",1.3589,26.2427,0.9056,0,1.68,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"124","2017-05-21",5,2017,"ID33",1.5208,27.4275,1.0194,0,0.01,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"125","2017-05-28",5,2017,"ID33",1.2853,24.8687,0.8562,0,1.66,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"126","2017-06-04",6,2017,"ID33",1.6039,21.8934,0.7967,1,0.34,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"127","2017-06-11",6,2017,"ID33",1.5716,26.2243,0.9543,0,0.2,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"128","2017-06-18",6,2017,"ID33",1.5695,24.6806,0.9364,0,1.37,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
"129","2017-06-25",6,2017,"ID33",1.5686,24.2726,0.8399,0,2.65,37.5666666666667,83623.8333333333,16.0984042553191,414.626329787234,"Brooklyn Heights","Brooklyn"
